cel_file	chip_name
GSM148110.CEL	MG1655_t225_anaerobic_r2
GSM148111.CEL	MG1655_t270_anaerobic_r1
GSM148112.CEL	MG1655_t270_anaerobic_r2
GSM148113.CEL	MG1655_t405_aerobic_r1
GSM148114.CEL	MG1655_t405_aerobic_r2
GSM148125.CEL	MG1655_t86400_cecum_r1
GSM148126.CEL	MG1655_t86400_cecum_r2
GSM148127.CEL	MG1655_t86400_cecum_r3
GSM148128.CEL	MG1655_t86400_cecum_r4
GSM148129.CEL	MG1655_t86400_cecum_r5
biofilm_BW25113_4hr.CEL	biofilm_4hr_r1
Biofilm_BW25113_7hr_LB_JD.CEL	biofilm_7hr_r1
Biofilm_BW25113_15hr_LB_JD.CEL	biofilm_15hr_r1
Biofilm_BW25113_24hr_LB_JD.CEL	biofilm_24hr_r1
suspension_BW25113_4hr.CEL	suspension_4hr_r1
Suspension_BW25113_7hr_LB_JD.CEL	suspension_7hr_r1
Suspension_BW25113_15hr_LB_JD.CEL	suspension_15hr_r1
Suspension_BW25113_24hr_LB_JD.CEL	suspension_24hr_r1
GSM241976.CEL	W3110_K_luxS_r1
GSM242118.CEL	W3110_K_luxS_r2
GSM242116.CEL	W3110_wt_luxS_r1
GSM242117.CEL	W3110_wt_luxS_r2
GSM242210.CEL	W3110_K_luxS_glucose_r1
GSM242211.CEL	W3110_wt_luxS_glucose_r1
GSM242212.CEL	W3110_wt_luxS_glucose_r2
M9_ctrl_C1.CEL	str_ctrl_M9_r1
M9_ctrl_C2.CEL	str_ctrl_M9_r2
M9_ctrl_C3.CEL	str_ctrl_M9_r3
M9_str_S1.CEL	str_str_SH_M9_r1
M9_str_S2.CEL	str_str_SH_M9_r2
M9_str_S3.CEL	str_str_SH_M9_r3
relA_M9_ctrl_C1_scan1.CEL	str_ctrl_K_relA_M9_r1
relA_M9_str_S1_scan1.CEL	str_str_K_relA_M9_r1
wu_0m.CEL	str_ctrl_0m_r1
ws_20m.CEL	str_str_SH_20m_r1
ws_120m.CEL	str_str_SH_120m_r1
wv_20m.CEL	str_str_LV_20m_r1
wv_120m.CEL	str_str_LV_120m_r1
ru_0m.CEL	str_ctrl_K_relA_0m_r1
rs_20m.CEL	str_str_SH_K_relA_20m_r1
rs_120m.CEL	str_str_SH_K_relA_120m_r1
rv_20m.CEL	str_str_LV_K_relA_20m_r1
rv_120m.CEL	str_str_LV_K_relA_120m_r1
pi_20m_inactive.CEL	str_ctrl_U_relA_20m_r1
pi_20m.CEL	str_str_U_relA_20m_r1
pi_20m_inactive_rpoS.CEL	str_ctrl_U_relA_20m_K_rpoS_r1
pi_20m_rpoS.CEL	str_str_U_relA_20m_K_rpoS_r1
pi_20m_inactive_bolA.CEL	str_ctrl_U_relA_20m_K_bolA_r1
pi_20m_bolA.CEL	str_str_U_relA_20m_K_bolA_r1
GSM159472.CEL	biofilm_24hrs_K_ymgB_r1
GSM215705.CEL	biofilm_15hr_wt_yncC_r1
GSM215706.CEL	biofilm_15hr_K_yncC_r1
GSM246244.CEL	ctrl_no_tannin_r1
GSM246246.CEL	ctrl_no_tannin_r2
GSM246247.CEL	tannin_1_pct_r1
GSM246249.CEL	tannin_1_pct_r2
GSM247608.CEL	wt_rpoS_exp_r1
GSM247612.CEL	wt_rpoS_exp_r2
GSM247613.CEL	wt_rpoS_exp_r3
GSM247614.CEL	K_rpoS_exp_r1
GSM247615.CEL	K_rpoS_exp_r2
GSM247616.CEL	K_rpoS_exp_r3
rpoS_ctrl_stat_C1.CEL	wt_rpoS_stat_r1
rpoS_ctrl_stat_C2.CEL	wt_rpoS_stat_r2
rpoS_ctrl_stat_C3.CEL	wt_rpoS_stat_r3
rpoS_stat_1.CEL	K_rpoS_stat_r1
rpoS_stat_2.CEL	K_rpoS_stat_r2
rpoS_stat_3.CEL	K_rpoS_stat_r3
DD_T0.CEL	sg_baseline_t0_r1
DD_U1.CEL	sg_untreated_t30_r1
DD_U2.CEL	sg_untreated_t60_r1
DD_U3.CEL	sg_untreated_t120_r1
DD_S1.CEL	sg_spect_t30_r1
DD_S2.CEL	sg_spect_t60_r1
DD_S3.CEL	sg_spect_t120_r1
DD_G1.CEL	sg_gent_t30_r1
DD_G2.CEL	sg_gent_t60_r1
DD_G3.CEL	sg_gent_t120_r1
GSM81020.CEL	biofilm_24hr_del_ydgG_r1
GSM89485.CEL	biofilm_24hr_wt_yliH_yceP_r1
GSM89487.CEL	biofilm_24hr_del_yceP_r1
GSM89488.CEL	biofilm_24hr_del_yliH_r1
GSM137282.CEL	biofilm_15hr_wt_ycfR_r1
GSM137283.CEL	biofilm_15hr_del_ycfR_r1
GSM105392.CEL	acid_shift_t0_r1
GSM105393.CEL	acid_shift_t0_r2
GSM105394.CEL	acid_shift_t0_r3
GSM105395.CEL	acid_shift_t0_r4
GSM105396.CEL	acid_shift_t0_r5
GSM105397.CEL	acid_shift_1min_r1
GSM105398.CEL	acid_shift_1min_r2
GSM105399.CEL	acid_shift_1min_r3
GSM105400.CEL	acid_shift_1min_r4
GSM105401.CEL	acid_shift_1min_r5
GSM105402.CEL	acid_shift_5min_r1
GSM105403.CEL	acid_shift_5min_r2
GSM105404.CEL	acid_shift_5min_r3
GSM105405.CEL	acid_shift_5min_r4
GSM105406.CEL	acid_shift_5min_r5
GSM105407.CEL	acid_shift_10min_r1
GSM105408.CEL	acid_shift_10min_r2
GSM105409.CEL	acid_shift_10min_r3
GSM105410.CEL	acid_shift_10min_r4
GSM105411.CEL	acid_shift_10min_r5
GSM129630.CEL	TG1_pBS_Kan_H_prod_r1
GSM129631.CEL	TG1_pBS_Kan_Synhox_H_prod_r1
GSM147162.CEL	ATCC25404_wt_24hr_biofilm_r1
GSM147163.CEL	ATCC25404_wt_R1drd19_24hr_biofilm_r1
GSM147164.CEL	MG1655_wt_24hr_biofilm_r1
GSM147165.CEL	MG1655_wt_R1drd19_24hr_biofilm_r1
GSM153383.CEL	BW25113_R1drd19_24hr_biofilm_r1
GSM153384.CEL	BW25113_R1drd19_15hr_biofilm_r1
GSM153385.CEL	BW25113_R1drd19_7hr_biofilm_r1
GSM153387.CEL	BW25113_wt_15hr_biofilm_r1
GSM153388.CEL	BW25113_wt_7hr_biofilm_r1
GSM194046.CEL	rb_del_rpoS_biofilm_r1
GSM194047.CEL	rb_del_rpoS_biofilm_r2
GSM194048.CEL	rb_del_rpoS_biofilm_r3
GSM194049.CEL	rb_wt_biofilm_r1
GSM194050.CEL	rb_wt_biofilm_r2
GSM194051.CEL	rb_wt_biofilm_r3
GSM194052.CEL	rb_del_rpoS_exponential_r1
GSM194053.CEL	rb_del_rpoS_exponential_r2
GSM194054.CEL	rb_del_rpoS_exponential_r3
GSM194055.CEL	rb_wt_exponential_r1
GSM194056.CEL	rb_wt_exponential_r2
GSM194057.CEL	rb_wt_exponential_r3
GSM194058.CEL	rb_wt_stationary_r1
GSM194059.CEL	rb_wt_stationary_r2
GSM194060.CEL	rb_wt_stationary_r3
GSM194061.CEL	rb_del_rpoS_stationary_r1
GSM194062.CEL	rb_del_rpoS_stationary_r2
GSM194063.CEL	rb_del_rpoS_stationary_r3
GSM277818.CEL	B178_wt_Hsp60_r1
GSM277819.CEL	B178_mutant_Hsp60_r1
GSM247858.CEL	BW25113_K_tnaA_30C_biofilm_indole_control_r1
GSM247863.CEL	BW25113_K_tnaA_30C_biofilm_indole_1mM_r1
GSM247869.CEL	BW25113_30C_biofilm_r1
masse101.CEL	pBAD_ryhB_no_ara_r1
masse102.CEL	pBAD_ryhB_no_ara_r2
masse103.CEL	pBAD_ryhB_with_ara_r1
masse104.CEL	pBAD_ryhB_with_ara_r2
masse107.CEL	pNM12_with_ara_r1
masse108.CEL	pNM12_with_ara_r2
masse301.CEL	pBAD_ryhB_iron_no_ara_r1
masse302.CEL	pBAD_ryhB_iron_no_ara_r2
masse303.CEL	pBAD_ryhB_iron_with_ara_r1
masse304.CEL	pBAD_ryhB_iron_with_ara_r2
masse307.CEL	pNM12_iron_with_ara_r1
masse308.CEL	pNM12_iron_with_ara_r2
GSM176689.CEL	RM_pTN9_0h_r1
GSM176690.CEL	RM_pTN9_0h_r2
GSM176691.CEL	RM_pTN11_0h_r1
GSM176692.CEL	RM_pTN11_0h_r2
GSM176693.CEL	RM_pHSG415_0h_r1
GSM176694.CEL	RM_pHSG415_0h_r2
GSM176695.CEL	RM_pTN9_1h_r1
GSM176696.CEL	RM_pTN9_1h_r2
GSM176697.CEL	RM_pTN11_1h_r1
GSM176698.CEL	RM_pTN11_1h_r2
GSM176699.CEL	RM_pHSG415_1h_r1
GSM176700.CEL	RM_pHSG415_1h_r2
GSM176701.CEL	RM_pTN9_1h_50min_r1
GSM176702.CEL	RM_pTN9_1h_50min_r2
GSM176703.CEL	RM_pTN11_1h_50min_r1
GSM176704.CEL	RM_pTN11_1h_50min_r2
GSM176705.CEL	RM_pHSG415_1h_50min_r1
GSM176706.CEL	RM_pHSG415_1h_50min_r2
GSM176707.CEL	RM_pTN9_3h_r1
GSM176708.CEL	RM_pTN9_3h_r2
GSM176709.CEL	RM_pTN11_3h_r1
GSM176710.CEL	RM_pTN11_3h_r2
GSM176711.CEL	RM_pHSG415_3h_r1
GSM176712.CEL	RM_pHSG415_3h_r2
GSM256868.CEL	cefmec_untreated_minus5min_r1
GSM256869.CEL	cefmec_untreated_minus5min_r2
GSM256870.CEL	cefmec_untreated_minus5min_r3
GSM256871.CEL	cefmec_untreated_5min_r1
GSM256872.CEL	cefmec_untreated_5min_r2
GSM256873.CEL	cefmec_untreated_20min_r1
GSM256874.CEL	cefmec_untreated_20min_r2
GSM256875.CEL	cefmec_untreated_20min_r3
GSM256876.CEL	cefmec_untreated_40min_r1
GSM256877.CEL	cefmec_untreated_40min_r2
GSM256878.CEL	cefmec_untreated_40min_r3
GSM256879.CEL	cefmec_untreated_40min_r4
GSM256880.CEL	cefmec_cef_minus5min_r1
GSM256881.CEL	cefmec_cef_minus5min_r2
GSM256882.CEL	cefmec_cef_5min_r1
GSM256883.CEL	cefmec_cef_5min_r2
GSM256884.CEL	cefmec_cef_20min_r1
GSM256885.CEL	cefmec_cef_20min_r2
GSM256886.CEL	cefmec_cef_40min_r1
GSM256887.CEL	cefmec_cef_40min_r2
GSM256888.CEL	cefmec_cef_40min_r3
GSM256889.CEL	cefmec_mec_minus5min_r1
GSM256890.CEL	cefmec_mec_minus5min_r2
GSM256891.CEL	cefmec_mec_5min_r1
GSM256892.CEL	cefmec_mec_5min_r2
GSM256893.CEL	cefmec_mec_20min_r1
GSM256894.CEL	cefmec_mec_20min_r2
GSM256895.CEL	cefmec_mec_40min_r1
GSM256896.CEL	cefmec_mec_40min_r2
GSM256897.CEL	cefmec_mec_40min_r3
GSM256898.CEL	cefmec_cefmec_minus5min_r1
GSM256899.CEL	cefmec_cefmec_minus5min_r2
GSM256900.CEL	cefmec_cefmec_minus5min_r3
GSM256901.CEL	cefmec_cefmec_5min_r1
GSM256902.CEL	cefmec_cefmec_5min_r2
GSM256903.CEL	cefmec_cefmec_5min_r3
GSM256904.CEL	cefmec_cefmec_20min_r1
GSM256905.CEL	cefmec_cefmec_20min_r2
GSM256906.CEL	cefmec_cefmec_20min_r3
GSM256907.CEL	cefmec_cefmec_40min_r1
GSM256908.CEL	cefmec_cefmec_40min_r2
GSM256909.CEL	cefmec_cefmec_40min_r3
GSM256910.CEL	cefmec_cefmec_40min_r4
GSM215707.CEL	hha_wt_4hr_biofilm_r1
GSM215708.CEL	hha_del_hha_4hr_biofilm_r1
GSM215709.CEL	hha_wt_glu_4hr_biofilm_r1
GSM215710.CEL	hha_del_hha_glu_4hr_biofilm_r1
GSM215712.CEL	hha_del_hha_glu_15hr_biofilm_r1
GSM215714.CEL	hha_del_hha_glu_24hr_biofilm_r1
GSM286826.CEL	HU_wt_LB_exp_r1
GSM286827.CEL	HU_wt_LB_exp_r2
GSM286828.CEL	HU_wt_LB_trans_r1
GSM286829.CEL	HU_wt_LB_stat_r1
GSM286830.CEL	HU_wt_LB_stat_r2
GSM286831.CEL	HU_hupA_LB_exp_r1
GSM286832.CEL	HU_hupA_LB_trans_r1
GSM286833.CEL	HU_hupA_LB_stat_r1
GSM286834.CEL	HU_hupB_LB_exp_r1
GSM286835.CEL	HU_hupB_LB_trans_r1
GSM286836.CEL	HU_hupB_LB_stat_r1
GSM286837.CEL	HU_hupAB_LB_exp_r1
GSM286838.CEL	HU_hupAB_LB_exp_r2
GSM286839.CEL	HU_hupAB_LB_trans_r1
GSM286840.CEL	HU_hupAB_LB_stat_r1
GSM286841.CEL	HU_hupAB_LB_stat_r2
GSM286842.CEL	HU_rpoS_LB_exp_r1
GSM286843.CEL	HU_rpoS_LB_stat_r1
GSM286844.CEL	HU_wt_M9glu_exp_r1
GSM286845.CEL	HU_wt_M9gly_exp_r1
GSM286846.CEL	HU_wt_M9glu_stat_r1
GSM286847.CEL	HU_wt_M9gly_stat_r1
GSM286848.CEL	HU_hupAB_M9glu_exp_r1
GSM286849.CEL	HU_hupAB_M9gly_exp_r1
GSM286850.CEL	HU_hupAB_M9glu_stat_r1
GSM286851.CEL	HU_hupAB_M9gly_stat_r1
GSM321242.CEL	rpoS_min_wt_exp_r1
GSM321244.CEL	rpoS_min_wt_exp_r2
GSM320945.CEL	rpoS_min_wt_exp_r3
GSM320946.CEL	rpoS_min_wt_stat_r1
GSM320947.CEL	rpoS_min_wt_stat_r2
GSM320948.CEL	rpoS_min_wt_stat_r3
GSM320949.CEL	rpoS_min_K_rpoS_exp_r1
GSM320950.CEL	rpoS_min_K_rpoS_exp_r2
GSM321238.CEL	rpoS_min_K_rpoS_exp_r3
GSM321239.CEL	rpoS_min_K_rpoS_stat_r1
GSM321240.CEL	rpoS_min_K_rpoS_stat_r2
GSM321241.CEL	rpoS_min_K_rpoS_stat_r3
GSM338541.CEL	bform_biofilm_attachment_r1
GSM338542.CEL	bform_biofilm_attachment_r2
GSM338543.CEL	bform_biofilm_attachment_r3
GSM338544.CEL	bform_biofilm_colony_r1
GSM338545.CEL	bform_biofilm_colony_r2
GSM338546.CEL	bform_biofilm_colony_r3
GSM338547.CEL	bform_plank_exp_r1
GSM338548.CEL	bform_plank_exp_r2
GSM338549.CEL	bform_plank_exp_r3
GSM338550.CEL	bform_biofilm_maturation_r1
GSM338551.CEL	bform_biofilm_maturation_r2
GSM338552.CEL	bform_biofilm_maturation_r3
GSM338553.CEL	bform_plank_stat_r1
GSM338554.CEL	bform_plank_stat_r2
GSM338555.CEL	bform_plank_stat_r3
GSM436490.CEL	high_density_serine_hydrox_t1_r1
GSM436491.CEL	high_density_serine_hydrox_t1_r2
GSM436492.CEL	high_density_serine_hydrox_t1_r3
GSM436493.CEL	high_density_heat_shock_r1
GSM436494.CEL	high_density_heat_shock_r2
GSM436495.CEL	high_density_heat_shock_r3
GSM436496.CEL	high_density_heat_shock_IPTG_r1
GSM436497.CEL	high_density_heat_shock_IPTG_r2
GSM436498.CEL	high_density_heat_shock_IPTG_r3
E.TABM.103.raw.cel.1093694160.CEL	dilution_t1_r1
E.TABM.103.raw.cel.1093694272.CEL	dilution_t1_r2
E.TABM.103.raw.cel.1093694320.CEL	dilution_t2_r1
E.TABM.103.raw.cel.1093694208.CEL	dilution_t2_r2
E.TABM.103.raw.cel.1093694256.CEL	dilution_t3_r1
E.TABM.103.raw.cel.1093694368.CEL	dilution_t3_r2
E.TABM.103.raw.cel.1093694336.CEL	dilution_t4_r1
E.TABM.103.raw.cel.1093694400.CEL	dilution_t4_r2
E.TABM.103.raw.cel.1093694352.CEL	dilution_t5_r1
E.TABM.103.raw.cel.1093694192.CEL	dilution_t5_r2
E.TABM.103.raw.cel.1093694224.CEL	dilution_t6_r1
E.TABM.103.raw.cel.1093694288.CEL	dilution_t6_r2
E.TABM.103.raw.cel.1093694384.CEL	dilution_t7_r1
E.TABM.103.raw.cel.1093694176.CEL	dilution_t7_r2
E.TABM.103.raw.cel.1093694304.CEL	dilution_t8_r1
E.TABM.103.raw.cel.1093694240.CEL	dilution_t8_r2
E.MEXP.953.raw.cel.1308606104.CEL	Fp_K12_exp_r1
E.MEXP.953.raw.cel.1308606135.CEL	Fp_K12_exp_r2
E.MEXP.953.raw.cel.1308606166.CEL	Fp_K12_stat_r1
E.MEXP.953.raw.cel.1308606197.CEL	Fp_K12_stat_r2
E.MEXP.953.raw.cel.1308606011.CEL	Fp_K12_biofilm_r1
E.MEXP.953.raw.cel.1308606042.CEL	Fp_K12_biofilm_r2
E.MEXP.953.raw.cel.1308606073.CEL	Fp_K12_biofilm_r3
E.MEXP.953.raw.cel.1308606321.CEL	Fp_MG1655_exp_r1
E.MEXP.953.raw.cel.1308606383.CEL	Fp_MG1655_exp_r2
E.MEXP.953.raw.cel.1308606476.CEL	Fp_MG1655_stat_r1
E.MEXP.953.raw.cel.1308606228.CEL	Fp_MG1655_biofilm_r1
E.MEXP.953.raw.cel.1308606259.CEL	Fp_MG1655_biofilm_r2
E.MEXP.953.raw.cel.1308606290.CEL	Fp_MG1655_biofilm_r3
E.MEXP.953.raw.cel.1308606507.CEL	Fp_MG1655_pBR322_biofilm_r1
E.MEXP.953.raw.cel.1308606538.CEL	Fp_MG1655_pBR322_biofilm_r2
E.MEXP.953.raw.cel.1308606569.CEL	Fp_MG1655_pBR322_biofilm_r3
E.MEXP.1145.raw.cel.1439908140.CEL	Fp_MG1655_pNCF_biofilm_r1
E.MEXP.1145.raw.cel.1439908170.CEL	Fp_MG1655_pNCF_biofilm_r2
E.MEXP.1145.raw.cel.1439908200.CEL	Fp_MG1655_pNCF_biofilm_r3
